l_listing_id,l_name,l_host_id,l_host_since,l_host_location,l_host_response_time,l_host_response_rate,l_host_acceptance_rate,l_host_is_superhost,l_host_total_listings_count,l_host_has_profile_pic,l_host_identity_verified,l_neighbourhood,l_district,l_city,l_latitude,l_longitude,l_property_type,l_room_type,l_accommodates,l_bedrooms,l_amenities,l_price,l_minimum_nights,l_maximum_nights,l_review_scores_rating,l_review_scores_accuracy,l_review_scores_cleanliness,l_review_scores_checkin,l_review_scores_communication,l_review_scores_location,l_review_scores_value,l_instant_bookable,r_lisitng_id,r_review_id,r_date,r_reviewer_id
863400,Last minute excellent & cute deal,4528042,2012-12-30,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Menilmontant,null,Paris,48.87205,2.3894,Entire apartment,Entire place,3,1,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Bathtub"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Dedicated workspace"", ""Cable TV""]",43,4,17,60,8,6,8,10,6,8,f,863400,148409956,2017-04-30,63476029
863400,Last minute excellent & cute deal,4528042,2012-12-30,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Menilmontant,null,Paris,48.87205,2.3894,Entire apartment,Entire place,3,1,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Bathtub"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Dedicated workspace"", ""Cable TV""]",43,4,17,60,8,6,8,10,6,8,f,863400,45762141,2015-09-06,15698082
863400,Last minute excellent & cute deal,4528042,2012-12-30,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Menilmontant,null,Paris,48.87205,2.3894,Entire apartment,Entire place,3,1,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Bathtub"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Dedicated workspace"", ""Cable TV""]",43,4,17,60,8,6,8,10,6,8,f,863400,139975466,2017-03-27,88148308
863400,Last minute excellent & cute deal,4528042,2012-12-30,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Menilmontant,null,Paris,48.87205,2.3894,Entire apartment,Entire place,3,1,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Bathtub"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Dedicated workspace"", ""Cable TV""]",43,4,17,60,8,6,8,10,6,8,f,863400,140423956,2017-03-29,11351064
875916,Llandudno Beach Penthouse 5 minutes from the beach,4625439,2013-01-08,South Africa,within an hour,1,0.4,f,3,t,f,Ward 74,null,Cape Town,-34.00828,18.34458,Entire apartment,Entire place,2,1,"[""Hair dryer"", ""Hot water"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Patio or balcony"", ""Essentials"", ""Pool"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""BBQ grill"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""Garden or backyard"", ""TV"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Oven"", ""Cooking basics"", ""Dishes and silverware""]",1200,3,180,60,7,5,9,9,10,7,f,875916,576795910,2019-12-14,259683456
875916,Llandudno Beach Penthouse 5 minutes from the beach,4625439,2013-01-08,South Africa,within an hour,1,0.4,f,3,t,f,Ward 74,null,Cape Town,-34.00828,18.34458,Entire apartment,Entire place,2,1,"[""Hair dryer"", ""Hot water"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Patio or balcony"", ""Essentials"", ""Pool"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""BBQ grill"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""Garden or backyard"", ""TV"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Oven"", ""Cooking basics"", ""Dishes and silverware""]",1200,3,180,60,7,5,9,9,10,7,f,875916,355451854,2018-12-04,199697134
924525,Neptune Isle 301,3961453,2012-10-24,"Cape Town, Western Cape, South Africa",within an hour,1,0.88,f,86,t,t,Ward 55,null,Cape Town,-33.89386,18.48147,Entire apartment,Entire place,6,3,"[""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""TV""]",2329,2,100,55,6,6,7,7,7,6,t,924525,441842826,2019-04-22,181220023
924525,Neptune Isle 301,3961453,2012-10-24,"Cape Town, Western Cape, South Africa",within an hour,1,0.88,f,86,t,t,Ward 55,null,Cape Town,-33.89386,18.48147,Entire apartment,Entire place,6,3,"[""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""TV""]",2329,2,100,55,6,6,7,7,7,6,t,924525,232215734,2018-02-04,53509572
924525,Neptune Isle 301,3961453,2012-10-24,"Cape Town, Western Cape, South Africa",within an hour,1,0.88,f,86,t,t,Ward 55,null,Cape Town,-33.89386,18.48147,Entire apartment,Entire place,6,3,"[""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""TV""]",2329,2,100,55,6,6,7,7,7,6,t,924525,147651025,2017-04-28,85680583
924525,Neptune Isle 301,3961453,2012-10-24,"Cape Town, Western Cape, South Africa",within an hour,1,0.88,f,86,t,t,Ward 55,null,Cape Town,-33.89386,18.48147,Entire apartment,Entire place,6,3,"[""Long term stays allowed"", ""Essentials"", ""Cable TV"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""TV""]",2329,2,100,55,6,6,7,7,7,6,t,924525,602324874,2020-02-06,59557830
952677,Standard Room Decor do Hostel,5171292,2013-02-21,"Bangkok, Bangkok, Thailand",null,null,null,f,6,t,t,Khlong San,null,Bangkok,13.72178,100.50765,Private room in hostel,Private room,2,1,"[""Air conditioning"", ""Refrigerator"", ""Hair dryer"", ""Hangers"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hot water"", ""TV"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Building staff"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Dryer"", ""Dedicated workspace"", ""Kitchen"", ""Washer"", ""Breakfast""]",700,1,1125,50,9,10,10,8,8,10,t,952677,582660182,2019-12-27,22939471
952677,Standard Room Decor do Hostel,5171292,2013-02-21,"Bangkok, Bangkok, Thailand",null,null,null,f,6,t,t,Khlong San,null,Bangkok,13.72178,100.50765,Private room in hostel,Private room,2,1,"[""Air conditioning"", ""Refrigerator"", ""Hair dryer"", ""Hangers"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hot water"", ""TV"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Building staff"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Dryer"", ""Dedicated workspace"", ""Kitchen"", ""Washer"", ""Breakfast""]",700,1,1125,50,9,10,10,8,8,10,t,952677,3965989,2013-03-31,3757733
952677,Standard Room Decor do Hostel,5171292,2013-02-21,"Bangkok, Bangkok, Thailand",null,null,null,f,6,t,t,Khlong San,null,Bangkok,13.72178,100.50765,Private room in hostel,Private room,2,1,"[""Air conditioning"", ""Refrigerator"", ""Hair dryer"", ""Hangers"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hot water"", ""TV"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Building staff"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Dryer"", ""Dedicated workspace"", ""Kitchen"", ""Washer"", ""Breakfast""]",700,1,1125,50,9,10,10,8,8,10,t,952677,4171410,2013-04-15,1722124
952677,Standard Room Decor do Hostel,5171292,2013-02-21,"Bangkok, Bangkok, Thailand",null,null,null,f,6,t,t,Khlong San,null,Bangkok,13.72178,100.50765,Private room in hostel,Private room,2,1,"[""Air conditioning"", ""Refrigerator"", ""Hair dryer"", ""Hangers"", ""Luggage dropoff allowed"", ""Bed linens"", ""Hot water"", ""TV"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Building staff"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Dryer"", ""Dedicated workspace"", ""Kitchen"", ""Washer"", ""Breakfast""]",700,1,1125,50,9,10,10,8,8,10,t,952677,26210129,2015-02-07,3859991
1049961,Afribode's Adenium Beachfront,5509428,2013-03-18,"Cape Town, Western Cape, South Africa",within an hour,1,0.96,f,42,t,t,Ward 115,null,Cape Town,-33.90026,18.4045,Entire apartment,Entire place,4,2,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""Host greets you"", ""Beachfront"", ""Cable TV"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""TV"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Oven"", ""Cooking basics"", ""Washer"", ""Dishes and silverware""]",1100,1,120,60,4,6,10,8,6,6,t,1049961,18192693,2014-08-23,18436773
1113565,Apartment in the heart of Bondi,6111545,2013-04-27,"Sydney, New South Wales, Australia",null,null,null,f,0,t,t,Waverley,null,Sydney,-33.88447,151.27352,Entire apartment,Entire place,5,2,"[""Washer"", ""Iron"", ""Free parking on premises"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""TV"", ""Heating""]",280,10,14,60,8,6,10,10,10,6,f,1113565,58359134,2016-01-02,48506262
1186913,"La Breccia a Porta Pia, Whole House",6483525,2013-05-20,"Rome, Lazio, Italy",null,null,null,f,6,t,t,II Parioli/Nomentano,null,Rome,41.91326,12.50408,Entire apartment,Entire place,12,6,"[""Fire extinguisher"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""Crib"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""Elevator"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Room-darkening shades""]",350,1,1125,40,6,6,10,8,8,6,f,1186913,46693424,2015-09-13,30356079
1226450,Flat share in Sheung Wan,4584648,2013-01-04,Hong Kong,within an hour,1,0.71,f,266,t,f,Central & Western,null,Hong Kong,22.28654,114.14808,Private room in apartment,Private room,1,1,"[""Fire extinguisher"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Private entrance"", ""Hot water"", ""Host greets you"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Essentials""]",210,31,90,40,6,2,4,2,10,6,f,1226450,63879667,2016-02-28,46223989
1273533,1 Bedroom avail in BK 3BD w/ porch,2246253,2012-04-29,"New York, New York, United States",null,null,null,f,1,t,t,Bedford-Stuyvesant,Brooklyn,New York,40.69585,-73.9446,Private room in apartment,Private room,1,1,"[""Free parking on premises"", ""Essentials"", ""Washer"", ""Wifi"", ""Dryer"", ""Long term stays allowed"", ""Kitchen""]",75,30,1125,60,6,4,10,10,2,4,f,1273533,14672911,2014-06-23,15828677
1273533,1 Bedroom avail in BK 3BD w/ porch,2246253,2012-04-29,"New York, New York, United States",null,null,null,f,1,t,t,Bedford-Stuyvesant,Brooklyn,New York,40.69585,-73.9446,Private room in apartment,Private room,1,1,"[""Free parking on premises"", ""Essentials"", ""Washer"", ""Wifi"", ""Dryer"", ""Long term stays allowed"", ""Kitchen""]",75,30,1125,60,6,4,10,10,2,4,f,1273533,17549704,2014-08-13,9643248
1485092,New Model Studio 24,5469970,2013-03-15,"Bangkok, Thailand",within an hour,1,1,f,13,t,f,Suanluang,null,Bangkok,13.72084,100.61573,Entire apartment,Entire place,2,null,"[""Cable TV"", ""Air conditioning"", ""Dryer"", ""Shampoo"", ""Elevator"", ""Free parking on premises"", ""Fire extinguisher"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Essentials"", ""Gym"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi""]",869,10,365,60,8,6,null,8,null,null,f,1485092,11125962,2014-03-22,11382273
1485092,New Model Studio 24,5469970,2013-03-15,"Bangkok, Thailand",within an hour,1,1,f,13,t,f,Suanluang,null,Bangkok,13.72084,100.61573,Entire apartment,Entire place,2,null,"[""Cable TV"", ""Air conditioning"", ""Dryer"", ""Shampoo"", ""Elevator"", ""Free parking on premises"", ""Fire extinguisher"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Essentials"", ""Gym"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi""]",869,10,365,60,8,6,null,8,null,null,f,1485092,113824512,2016-11-13,58799448
1758773,LA LUNA ROMANA TRIPLE ROOM,9246214,2013-10-05,IT,null,null,0.5,f,7,t,f,I Centro Storico,null,Rome,41.90848,12.49796,Private room in bed and breakfast,Private room,3,1,"[""Elevator"", ""TV"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Breakfast"", ""Heating""]",140,1,1125,60,10,8,10,10,10,6,f,1758773,600255290,2020-02-01,331377990
1779056,VIEWS VIEWS VIEWS,4298915,2012-12-01,"Sydney, New South Wales, Australia",within a few hours,0.9,0.83,f,32,t,t,Mosman,null,Sydney,-33.841,151.23269,Entire apartment,Entire place,2,1,"[""Shampoo"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Iron"", ""Free parking on premises"", ""Essentials"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Microwave"", ""Hot water"", ""Dryer"", ""Free street parking"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hangers"", ""Wifi"", ""Smoke alarm""]",144,7,1125,60,7,7,10,7,8,7,f,1779056,540659184,2019-10-04,150243132
1779056,VIEWS VIEWS VIEWS,4298915,2012-12-01,"Sydney, New South Wales, Australia",within a few hours,0.9,0.83,f,32,t,t,Mosman,null,Sydney,-33.841,151.23269,Entire apartment,Entire place,2,1,"[""Shampoo"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Iron"", ""Free parking on premises"", ""Essentials"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Microwave"", ""Hot water"", ""Dryer"", ""Free street parking"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hangers"", ""Wifi"", ""Smoke alarm""]",144,7,1125,60,7,7,10,7,8,7,f,1779056,11063200,2014-03-18,455537
1779056,VIEWS VIEWS VIEWS,4298915,2012-12-01,"Sydney, New South Wales, Australia",within a few hours,0.9,0.83,f,32,t,t,Mosman,null,Sydney,-33.841,151.23269,Entire apartment,Entire place,2,1,"[""Shampoo"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Iron"", ""Free parking on premises"", ""Essentials"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Refrigerator"", ""Dishwasher"", ""Oven"", ""Stove"", ""Long term stays allowed"", ""Microwave"", ""Hot water"", ""Dryer"", ""Free street parking"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hangers"", ""Wifi"", ""Smoke alarm""]",144,7,1125,60,7,7,10,7,8,7,f,1779056,30903258,2015-04-28,4084414
1875918,Charming studio Marais,3971743,2012-10-25,"Paris, Ile-de-France, France",within a few hours,1,0.92,f,23,t,t,Temple,null,Paris,48.8629,2.36341,Entire apartment,Entire place,1,null,"[""Heating"", ""TV"", ""Kitchen"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Cable TV""]",42,30,366,60,6,7,6,6,6,6,f,1875918,517395920,2019-08-25,76415630
1875918,Charming studio Marais,3971743,2012-10-25,"Paris, Ile-de-France, France",within a few hours,1,0.92,f,23,t,t,Temple,null,Paris,48.8629,2.36341,Entire apartment,Entire place,1,null,"[""Heating"", ""TV"", ""Kitchen"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Cable TV""]",42,30,366,60,6,7,6,6,6,6,f,1875918,577970203,2019-12-16,262727052
1939832,"Loloho Lodge Guest House, Sea Point",10034134,2013-11-15,"Cape Town, Western Cape, South Africa",null,null,null,f,1,t,f,Ward 54,null,Cape Town,-33.91294,18.39317,Private room in guest suite,Private room,2,1,"[""Hair dryer"", ""Hot water"", ""Heating"", ""Breakfast"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Pool"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Lock on bedroom door"", ""Shampoo"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Coffee maker"", ""Iron"", ""Private entrance"", ""Free street parking""]",1070,2,30,40,4,8,8,2,6,4,f,1939832,350362497,2018-11-19,78810176
2161182,Private room for 2 persons at Nana station,9219499,2013-10-04,"Bangkok, Bangkok, Thailand",null,null,1,f,13,t,f,Vadhana,null,Bangkok,13.74138,100.55517,Room in boutique hotel,Private room,2,null,"[""Cable TV"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Hot water"", ""Fire extinguisher"", ""TV"", ""Long term stays allowed"", ""Hair dryer"", ""Hangers"", ""Essentials""]",1320,1,1125,53,6,9,9,9,7,6,t,2161182,365953081,2019-01-02,21518695
2161182,Private room for 2 persons at Nana station,9219499,2013-10-04,"Bangkok, Bangkok, Thailand",null,null,1,f,13,t,f,Vadhana,null,Bangkok,13.74138,100.55517,Room in boutique hotel,Private room,2,null,"[""Cable TV"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Hot water"", ""Fire extinguisher"", ""TV"", ""Long term stays allowed"", ""Hair dryer"", ""Hangers"", ""Essentials""]",1320,1,1125,53,6,9,9,9,7,6,t,2161182,223886642,2018-01-02,164427609
2161182,Private room for 2 persons at Nana station,9219499,2013-10-04,"Bangkok, Bangkok, Thailand",null,null,1,f,13,t,f,Vadhana,null,Bangkok,13.74138,100.55517,Room in boutique hotel,Private room,2,null,"[""Cable TV"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Hot water"", ""Fire extinguisher"", ""TV"", ""Long term stays allowed"", ""Hair dryer"", ""Hangers"", ""Essentials""]",1320,1,1125,53,6,9,9,9,7,6,t,2161182,212471437,2017-11-18,32129931
2284809,"Great 1 bedroom, close to subway!",11671329,2014-01-26,"Austin, Texas, United States",within an hour,1,1,f,1,t,t,Bushwick,Brooklyn,New York,40.69982,-73.9249,Private room in apartment,Private room,2,1,"[""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Air conditioning""]",49,4,1125,60,8,4,8,9,9,7,t,2284809,50979167,2015-10-16,9768866
2284809,"Great 1 bedroom, close to subway!",11671329,2014-01-26,"Austin, Texas, United States",within an hour,1,1,f,1,t,t,Bushwick,Brooklyn,New York,40.69982,-73.9249,Private room in apartment,Private room,2,1,"[""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Air conditioning""]",49,4,1125,60,8,4,8,9,9,7,t,2284809,57517788,2015-12-27,45941188
2459417,FRENTE PRO MAR - BARRA DA TIJUCA - RIO DE JANEIRO,12574813,2014-02-25,"Worcester, Massachusetts, United States",null,null,0,f,1,t,f,Barra da Tijuca,null,Rio de Janeiro,-23.01044,-43.42253,Entire condominium,Entire place,6,3,"[""Extra pillows and blankets"", ""Air conditioning"", ""Lake access"", ""Gym"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Dedicated workspace"", ""Washer"", ""Hot water"", ""Window guards"", ""Waterfront"", ""Hot tub"", ""Long term stays allowed"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Stove"", ""Hair dryer"", ""Free street parking"", ""Host greets you"", ""Free parking on premises"", ""Cable TV"", ""Elevator"", ""Kitchen"", ""Pool"", ""TV"", ""Oven"", ""Beachfront"", ""Fire extinguisher""]",813,3,1125,40,6,4,8,6,8,4,f,2459417,59828385,2016-01-16,46179553
